ï»¿finess_et,raison_sociale,voie,adresse_complete,num_tel,num_fax,type_etablissement,date_ouverture,lat,lng,wgs84,COMMUNE,comune
780018248,ANTENNE CMP ENFANTS,BERTHIER,50 R BERTHIER,139639090,,Autres Etablissements de Lutte contre les Maladies Mentales,39111,48.8108658,2.1337726,"48.8108658, 2.1337726",VERSAILLES,http://www.wikidata.org/entity/Q621
780824983,HOPITAL DE JOUR SECT.78 G 13,ROCHE,2 PAS ROCHE,139020265,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,32884,48.809992,2.1368604,"48.809992, 2.1368604",VERSAILLES,http://www.wikidata.org/entity/Q621
780823266,CTRE MEDICO-PSY SECT.78-I-3,MESNIL,25 R MESNIL,139620338,134934095,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9450237,2.1496077,"48.9450237, 2.1496077",MAISONS LAFFITTE,http://www.wikidata.org/entity/Q463951
920014719,CATTP,PABLO PICASSO,119 AV PABLO PICASSO,147763728,,Autres Etablissements de Lutte contre les Maladies Mentales,39140,48.8889165,2.2250253,"48.8889165, 2.2250253",NANTERRE,http://www.wikidata.org/entity/Q170507
920005238,CLINIQUE DU PONT DE SEVRES,DE  SILLY,76 R DE  SILLY,826969292,,Etablissements de Soins de Suite et de RÃ©adaptation,39604,48.8365478,2.2322864,"48.8365478, 2.2322864",BOULOGNE BILLANCOURT,http://www.wikidata.org/entity/Q172455
910807957,CENTRE MEDICO-PSY. 91 G 16,BARA,35 BD BARA,160140669,160142280,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.7158335,2.2443569,"48.7158335, 2.2443569",PALAISEAU,http://www.wikidata.org/entity/Q205580
950032748,APPART THERAP CITE VICTOR HUGO,VICTOR HUGO,2 CITE VICTOR HUGO,,,Centres Hospitaliers,36880,48.947411,2.2489499,"48.947411, 2.2489499",ARGENTEUIL,http://www.wikidata.org/entity/Q181946
920600061,FONDATION PAUL PARQUET,PAUL EMILE VICTOR,41 BD PAUL EMILE VICTOR,146249728,146247025,Etablissements dEnfants Ã  CaractÃ¨re Sanitaire,8037,48.8932559,2.2625855,"48.8932559, 2.2625855",NEUILLY SUR SEINE,http://www.wikidata.org/entity/Q48958
920023637,CATTP ADULTES,DU COMMANDANT LAMY,11 R DU COMMANDANT LAMY,141169727,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,34653,48.9071807,2.2713663,"48.9071807, 2.2713663",COURBEVOIE,http://www.wikidata.org/entity/Q189715
920000635,HOPITAL SUISSE DE PARIS,MINARD,10 R MINARD,141331100,146382767,Etablissements de Soins de Courte DurÃ©e,25685,48.8238356,2.2775319,"48.8238356, 2.2775319",ISSY LES MOULINEAUX,http://www.wikidata.org/entity/Q135265
750300881,CLINIQUE CHIRURGICALE DU TROCADERO,DE LA TOUR,62 R DE LA TOUR,140724040,140724068,Etablissements de Soins de Courte DurÃ©e,21889,48.8602135,2.2809349,"48.8602135, 2.2809349",PARIS,http://www.wikidata.org/entity/Q90
910013259,CMP DE MASSY,NATIONALE,15 AV NATIONALE,169200764,169200764,Autres Etablissements de Lutte contre les Maladies Mentales,38718,48.7285444,2.2859729,"48.7285444, 2.2859729",MASSY,http://www.wikidata.org/entity/Q274249
910013259,CMP DE MASSY,NATIONALE,15 AV NATIONALE,169200764,169200764,Autres Etablissements de Lutte contre les Maladies Mentales,38718,48.7285444,2.2859729,"48.7285444, 2.2859729",MASSY,http://www.wikidata.org/entity/Q1418877
910013259,CMP DE MASSY,NATIONALE,15 AV NATIONALE,169200764,169200764,Autres Etablissements de Lutte contre les Maladies Mentales,38718,48.7285444,2.2859729,"48.7285444, 2.2859729",MASSY,http://www.wikidata.org/entity/Q1463067
750170193,CENTRE PSYCHOTHÃ‰RAPIQUE DUTOT AURORE,DE LA CONVENTION,137 R DE LA CONVENTION,148281785,145336748,Autres Etablissements de Lutte contre les Maladies Mentales,25577,48.8398738,2.2906453,"48.8398738, 2.2906453",PARIS,http://www.wikidata.org/entity/Q90
950000315,CHI  DES PORTES DE L'OISE A BEAUMONT,EDMOND TURCQ,25 R EDMOND TURCQ,139371520,139371799,Centres Hospitaliers,367,49.1448415,2.2913477,"49.1448415, 2.2913477",BEAUMONT SUR OISE,http://www.wikidata.org/entity/Q243212
910300219,HOPITAL PRIVE JACQUES CARTIER,DU NOYER LAMBERT,6 AV DU NOYER LAMBERT,160136060,160139417,Etablissements de Soins de Courte DurÃ©e,26027,48.731087,2.291583,"48.731087, 2.291583",MASSY,http://www.wikidata.org/entity/Q274249
910300219,HOPITAL PRIVE JACQUES CARTIER,DU NOYER LAMBERT,6 AV DU NOYER LAMBERT,160136060,160139417,Etablissements de Soins de Courte DurÃ©e,26027,48.731087,2.291583,"48.731087, 2.291583",MASSY,http://www.wikidata.org/entity/Q1418877
910300219,HOPITAL PRIVE JACQUES CARTIER,DU NOYER LAMBERT,6 AV DU NOYER LAMBERT,160136060,160139417,Etablissements de Soins de Courte DurÃ©e,26027,48.731087,2.291583,"48.731087, 2.291583",MASSY,http://www.wikidata.org/entity/Q1463067
920300563,CENTRE LAENNEC MPR,MAXIMILIEN ROBESPIERRE,21 R MAXIMILIEN ROBESPIERRE,155226666,146570166,Etablissements de Soins de Suite et de RÃ©adaptation,22282,48.8105501,2.2947826,"48.8105501, 2.2947826",MALAKOFF,http://www.wikidata.org/entity/Q253721
920015989,ATELIERS 18,DE STALINGRAD,28 BD DE STALINGRAD,142534143,,Autres Etablissements de Lutte contre les Maladies Mentales,39086,48.8117064,2.295666,"48.8117064, 2.295666",MALAKOFF,http://www.wikidata.org/entity/Q253721
750300766,CLINIQUE BIZET,GEORGES BIZET,23 R GEORGES BIZET,140693434,147236954,Etablissements de Soins de Courte DurÃ©e,16438,48.8676646,2.2968021,"48.8676646, 2.2968021",PARIS,http://www.wikidata.org/entity/Q90
920810504,CMP ENFANTS 92I01 PETITES MURAILLES,DES PETITES MURAILLES,18 R DES PETITES MURAILLES,141479480,141479486,Autres Etablissements de Lutte contre les Maladies Mentales,31778,48.9318698,2.2971424,"48.9318698, 2.2971424",GENNEVILLIERS,http://www.wikidata.org/entity/Q221968
920810496,HOPITAL DE JOUR 92I01 GENNEVILLIERS,DANTON,6 R DANTON,141322530,141322569,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,26302,48.917484,2.2982448,"48.917484, 2.2982448",GENNEVILLIERS,http://www.wikidata.org/entity/Q221968
920810553,CMP ENFANTS 92I01 P. BEREGOVOY,PIERRE BEREGOVOY,27 R PIERRE BEREGOVOY,141066350,141066353,Autres Etablissements de Lutte contre les Maladies Mentales,31413,48.9042765,2.2993322,"48.9042765, 2.2993322",CLICHY,http://www.wikidata.org/entity/Q201982
950310011,CLINIQUE NEURO-PSY LES ORCHIDÃ‰ES,ARISTIDE BRIAND,3 R ARISTIDE BRIAND,134165920,134279550,Autres Etablissements de Lutte contre les Maladies Mentales,22055,49.0058726,2.3025221,"49.0058726, 2.3025221",ANDILLY,http://www.wikidata.org/entity/Q476999
950310011,CLINIQUE NEURO-PSY LES ORCHIDÃ‰ES,ARISTIDE BRIAND,3 R ARISTIDE BRIAND,134165920,134279550,Autres Etablissements de Lutte contre les Maladies Mentales,22055,49.0058726,2.3025221,"49.0058726, 2.3025221",ANDILLY,http://www.wikidata.org/entity/Q492052
950310011,CLINIQUE NEURO-PSY LES ORCHIDÃ‰ES,ARISTIDE BRIAND,3 R ARISTIDE BRIAND,134165920,134279550,Autres Etablissements de Lutte contre les Maladies Mentales,22055,49.0058726,2.3025221,"49.0058726, 2.3025221",ANDILLY,http://www.wikidata.org/entity/Q492064
950310011,CLINIQUE NEURO-PSY LES ORCHIDÃ‰ES,ARISTIDE BRIAND,3 R ARISTIDE BRIAND,134165920,134279550,Autres Etablissements de Lutte contre les Maladies Mentales,22055,49.0058726,2.3025221,"49.0058726, 2.3025221",ANDILLY,http://www.wikidata.org/entity/Q1161030
750802696,CENTRE  MATHURIN REGNIER,MATHURIN REGNIER,14 R MATHURIN REGNIER,144385270,144385279,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8404815,2.30717,"48.8404815, 2.30717",PARIS,http://www.wikidata.org/entity/Q90
750801326,HOPITAL DE JOUR GRENELLE,DE GRENELLE,164 R DE GRENELLE,145518687,140629007,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,29844,48.8580522,2.3089662,"48.8580522, 2.3089662",PARIS,http://www.wikidata.org/entity/Q90
920810561,APPARTEMENT THERAPEUTIQUE,PIERRE CURIE,14 R PIERRE CURIE,147373556,,Autres Etablissements de Lutte contre les Maladies Mentales,29225,48.9022786,2.3147399,"48.9022786, 2.3147399",CLICHY,http://www.wikidata.org/entity/Q201982
920810579,CMP ADULTES 92G03 FANNY,FANNY,12 R FANNY,141066370,141066379,Autres Etablissements de Lutte contre les Maladies Mentales,31413,48.8994779,2.3153532,"48.8994779, 2.3153532",CLICHY,http://www.wikidata.org/entity/Q201982
920600012,ETABLISSEMENT ARPEGE,KLOCK,49B R KLOCK,141069869,155901003,Etablissements dEnfants Ã  CaractÃ¨re Sanitaire,7400,48.9021234,2.3154637,"48.9021234, 2.3154637",CLICHY,http://www.wikidata.org/entity/Q201982
920011988,HOPITAL DE JOUR ADULTES LE CHEMIN92G03,VICTOR HUGO,99 BD VICTOR HUGO,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38857,48.901249,2.31633,"48.901249, 2.31633",CLICHY,http://www.wikidata.org/entity/Q201982
750300154,MAISON DE CHIRURGIE CLINIQUE TURIN,DE TURIN,9 R DE TURIN,140088996,140088989,Etablissements de Soins de Courte DurÃ©e,3747,48.8801161,2.3250706,"48.8801161, 2.3250706",PARIS,http://www.wikidata.org/entity/Q90
920300985,HOPITAL NORD 92,DE VERDUN,75 AV DE VERDUN,147924000,147998025,Etablissements de Soins de Courte DurÃ©e,25483,48.9349363,2.3267271,"48.9349363, 2.3267271",VILLENEUVE LA GARENNE,http://www.wikidata.org/entity/Q225451
950310037,CLINIQUE DE L'ERMITAGE,DE L'ERMITAGE,10 R DE L'ERMITAGE,139345100,134125439,Autres Etablissements de Lutte contre les Maladies Mentales,27760,48.9916255,2.3353017,"48.9916255, 2.3353017",MONTMORENCY,http://www.wikidata.org/entity/Q316891
750038739,CTRE DE RÃ‰Ã‰DUC. FCTIONNELLE PORT-ROYAL,MÃ‰CHAIN,9 R MÃ‰CHAIN,,,Etablissements de Soins de Suite et de RÃ©adaptation,40675,48.8356021,2.3400545,"48.8356021, 2.3400545",PARIS,http://www.wikidata.org/entity/Q90
750039448,CTRE FAM ACTION THERAP 75I05,BELLIER-DEDOUVRE,20 R BELLIER-DEDOUVRE,140794990,140794991,Autres Etablissements de Lutte contre les Maladies Mentales,39448,48.824971,2.3506495,"48.824971, 2.3506495",PARIS,http://www.wikidata.org/entity/Q90
750170128,HÃ”PITAL DE JOUR CENTRE SERGE LEBOVICI,AUGUSTE BLANQUI,4 BD AUGUSTE BLANQUI,155431530,155431539,Autres Etablissements de Lutte contre les Maladies Mentales,22010,48.8311205,2.35407,"48.8311205, 2.35407",PARIS,http://www.wikidata.org/entity/Q90
750300071,CLINIQUE GEOFFROY SAINT-HILAIRE,GEOFFROY SAINT HILAIRE,59 R GEOFFROY SAINT HILAIRE,144084000,143377398,Etablissements de Soins de Courte DurÃ©e,13609,48.8435919,2.3549532,"48.8435919, 2.3549532",PARIS,http://www.wikidata.org/entity/Q90
940170137,HOPITAL JOUR DE CHEVILLY LARUE,DU PETIT LEROY,50 R DU PETIT LEROY,146868576,145600634,Autres Etablissements de Lutte contre les Maladies Mentales,28589,48.7717798,2.3568321,"48.7717798, 2.3568321",CHEVILLY LARUE,http://www.wikidata.org/entity/Q258757
750802662,CMP ADULTES PHILIPPE PAUMELLE ASM 13,ALBERT BAYET,11 R ALBERT BAYET,140774400,,Autres Etablissements de Lutte contre les Maladies Mentales,38775,48.8305604,2.358838,"48.8305604, 2.358838",PARIS,http://www.wikidata.org/entity/Q90
750300410,CLINIQUE JEANNE D'ARC,PONS CARME,11 R PONS CARME,140770202,145838813,Etablissements de Soins de Courte DurÃ©e,14902,48.8265034,2.3676796,"48.8265034, 2.3676796",PARIS,http://www.wikidata.org/entity/Q90
910808120,CMP DE GRIGNY 91 G 08,QUINCONCES,1 PL QUINCONCES,169450600,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6526744,2.3721222,"48.6526744, 2.3721222",GRIGNY,http://www.wikidata.org/entity/Q238310
910808120,CMP DE GRIGNY 91 G 08,QUINCONCES,1 PL QUINCONCES,169450600,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6526744,2.3721222,"48.6526744, 2.3721222",GRIGNY,http://www.wikidata.org/entity/Q468200
910808120,CMP DE GRIGNY 91 G 08,QUINCONCES,1 PL QUINCONCES,169450600,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6526744,2.3721222,"48.6526744, 2.3721222",GRIGNY,http://www.wikidata.org/entity/Q1388895
750510042,FOYER DE POST-CURE L'ELAN RETROUVE,TROLLEY DE PREVAUX,6 R TROLLEY DE PREVAUX,153942121,153942120,Autres Etablissements de Lutte contre les Maladies Mentales,34968,48.8262592,2.3731388,"48.8262592, 2.3731388",PARIS,http://www.wikidata.org/entity/Q90
750020059,CATTP LA COMETE,DE THIONVILLE,14 R DE THIONVILLE,142000453,,Autres Etablissements de Lutte contre les Maladies Mentales,38376,48.8885843,2.3822703,"48.8885843, 2.3822703",PARIS,http://www.wikidata.org/entity/Q90
750827602,CMP ENFANTS OBERKAMPF,OBERKAMPF,197 R OBERKAMPF,143380808,147008905,Autres Etablissements de Lutte contre les Maladies Mentales,30776,48.8670173,2.3828579,"48.8670173, 2.3828579",PARIS,http://www.wikidata.org/entity/Q90
930005848,CENTRE MEDICO PSYCHOLOGIQUE,ST JUST,9 R ST JUST,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.9254237,2.3834116,"48.9254237, 2.3834116",LA COURNEUVE,http://www.wikidata.org/entity/Q244725
750006959,CENTRE OMER TALON,OMER TALON,3 R OMER TALON,143381615,147008905,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,30413,48.8613915,2.3834354,"48.8613915, 2.3834354",PARIS,http://www.wikidata.org/entity/Q90
930812060,CENTRE HEMET,HEMET,10 R HEMET,148393750,148330803,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9162466,2.390878,"48.9162466, 2.390878",AUBERVILLIERS,http://www.wikidata.org/entity/Q205632
940808579,CTRE PR ALCOOL.HENRI DUCHENE,DE STALINGRAD,34 BD DE STALINGRAD,146801168,,Etablissements de Lutte contre lAlcoolisme,28491,48.7699012,2.4019649,"48.7699012, 2.4019649",CHOISY LE ROI,http://www.wikidata.org/entity/Q212987
930004288,HOPITAL DE JOUR SALNEUVE,JEAN JAURES,237 AV JEAN JAURES,148111329,148111160,Autres Etablissements de Lutte contre les Maladies Mentales,33245,48.9161549,2.4053277,"48.9161549, 2.4053277",AUBERVILLIERS,http://www.wikidata.org/entity/Q205632
750015109,UNITE D'HOSPIT AVRON M. BLANCHE,D'AVRON,129 R D'AVRON,146590524,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38069,48.8532632,2.4091872,"48.8532632, 2.4091872",PARIS,http://www.wikidata.org/entity/Q90
940007008,CMP ARISTIDE BRIAND,ARISTIDE BRIAND,11 ALL ARISTIDE BRIAND,,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.7528783,2.4114126,"48.7528783, 2.4114126",CHOISY LE ROI,http://www.wikidata.org/entity/Q212987
930704754,CENTRE MEDICO-PSYCHOLOGIQUE,DIVISION LECLERC,86 AV DIVISION LECLERC,148368628,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9367524,2.4277955,"48.9367524, 2.4277955",LE BOURGET,http://www.wikidata.org/entity/Q272906
930704754,CENTRE MEDICO-PSYCHOLOGIQUE,DIVISION LECLERC,86 AV DIVISION LECLERC,148368628,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9367524,2.4277955,"48.9367524, 2.4277955",LE BOURGET,http://www.wikidata.org/entity/Q16653413
910100023,GHJD SITE HOPITAL JOFFRE,LOUIS CAMATTE,1 R LOUIS CAMATTE,169836363,169836296,Centres Hospitaliers RÃ©gionaux,21922,48.6661176,2.4296849,"48.6661176, 2.4296849",DRAVEIL,http://www.wikidata.org/entity/Q242524
940810898,CENTRE MEDICO-PSYCHOLOGIQUE 94-I02,DE LA REPUBLIQUE,73 AV DE LA REPUBLIQUE,143282683,,Autres Etablissements de Lutte contre les Maladies Mentales,27030,48.8496491,2.4340215,"48.8496491, 2.4340215",VINCENNES,http://www.wikidata.org/entity/Q193819
940006729,CMP REPUBLIQUE,DE LA REPUBLIQUE,73 AV DE LA REPUBLIQUE,143741227,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.8496491,2.4340215,"48.8496491, 2.4340215",VINCENNES,http://www.wikidata.org/entity/Q193819
930005509,CENTRE MEDICO PSYCHOLOGIQUE,DES MARAIS,49 R DES MARAIS,148952072,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.9062952,2.4368903,"48.9062952, 2.4368903",BOBIGNY,http://www.wikidata.org/entity/Q154724
930005459,CENTRE ACCUEIL THERAPEUTIQUE,LT LEBRUN,57 R LT LEBRUN,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.908612,2.439712,"48.908612, 2.439712",BOBIGNY,http://www.wikidata.org/entity/Q154724
910808161,CENTRE MEDICO-PSY. 91 G 10,DES JONCS,6 R DES JONCS,169031974,169529463,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.7021989,2.443258,"48.7021989, 2.443258",MONTGERON,http://www.wikidata.org/entity/Q242569
930011309,HÃ”PITAL DE JOUR 93G10 MONTREUIL,PASTEUR,28 AV PASTEUR,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37992,48.8671435,2.444103,"48.8671435, 2.444103",MONTREUIL,http://www.wikidata.org/entity/Q193370
930011309,HÃ”PITAL DE JOUR 93G10 MONTREUIL,PASTEUR,28 AV PASTEUR,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37992,48.8671435,2.444103,"48.8671435, 2.444103",MONTREUIL,http://www.wikidata.org/entity/Q213344
930011309,HÃ”PITAL DE JOUR 93G10 MONTREUIL,PASTEUR,28 AV PASTEUR,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37992,48.8671435,2.444103,"48.8671435, 2.444103",MONTREUIL,http://www.wikidata.org/entity/Q1139997
930011309,HÃ”PITAL DE JOUR 93G10 MONTREUIL,PASTEUR,28 AV PASTEUR,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37992,48.8671435,2.444103,"48.8671435, 2.444103",MONTREUIL,http://www.wikidata.org/entity/Q1412936
930005319,CENTRE MEDICO PSYCHOLOGIQUE,DE LA HAUTE BORNE,28 AV DE LA HAUTE BORNE,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.9223205,2.4457929,"48.9223205, 2.4457929",DRANCY,http://www.wikidata.org/entity/Q201348
910310010,CLINIQUE CHATEAU DU BEL AIR,ALBERT THOMAS,35 R ALBERT THOMAS,169491100,,Autres Etablissements de Lutte contre les Maladies Mentales,19453,48.7226421,2.4571126,"48.7226421, 2.4571126",CROSNE,http://www.wikidata.org/entity/Q276484
930300124,CTRE SOINS DE SUITE CLINIQUE GALLIENI,DU MARECHAL GALLIENI,16 AV DU MARECHAL GALLIENI,148198100,148685663,Etablissements de Soins de Suite et de RÃ©adaptation,25471,48.9276952,2.465128,"48.9276952, 2.465128",LE BLANC MESNIL,http://www.wikidata.org/entity/Q208313
930005889,CENTRE MEDICO PSYCHOLOGIQUE,DES BOIS DE GROSLAY,R DES BOIS DE GROSLAY,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.918276,2.465465,"48.918276, 2.465465",DRANCY,http://www.wikidata.org/entity/Q201348
910019298,CTRE DE SOINS DE SUITE ET RÃ‰ADAPTATION,DE LA GRANGE,1 R DE LA GRANGE,169498002,169498033,Centres Hospitaliers,40453,48.715242,2.4931809,"48.715242, 2.4931809",YERRES,http://www.wikidata.org/entity/Q319933
910000678,CTRE DE READAPT A CALMETTE DE YERRES,DE LA GRANGE,1 R DE LA GRANGE,169498000,169498088,Centres Hospitaliers,1556,48.715242,2.4931809,"48.715242, 2.4931809",YERRES,http://www.wikidata.org/entity/Q319933
910300045,CLINIQUE MEDICALE JARDINS DE BRUNOY,DE BRIE,38 RTE DE BRIE,160479797,160467513,Etablissements de Soins de Suite et de RÃ©adaptation,22010,48.7021159,2.5106303,"48.7021159, 2.5106303",BRUNOY,http://www.wikidata.org/entity/Q212541
940800709,FOYER DE POST CURE DE 2 SECT,DU 11 NOVEMBRE 1918,1 PL DU 11 NOVEMBRE 1918,155092044,148817657,Autres Etablissements de Lutte contre les Maladies Mentales,29952,48.83916,2.5224,"48.83916, 2.5224",BRY SUR MARNE,http://www.wikidata.org/entity/Q369954
930300280,KORIAN SULLY,DE SULLY,62 AV DE SULLY,143308686,143882917,Etablissements de Soins de Suite et de RÃ©adaptation,22919,48.9158853,2.5252112,"48.9158853, 2.5252112",LIVRY GARGAN,http://www.wikidata.org/entity/Q180005
940002587,CTRE D'ACCUEIL THERAP.A TEMPS PARTIEL,DE CHENNEVIÃˆRES,12 R DE CHENNEVIÃˆRES,149307478,,Autres Etablissements de Lutte contre les Maladies Mentales,33242,48.818832,2.5392128,"48.818832, 2.5392128",VILLIERS SUR MARNE,http://www.wikidata.org/entity/Q258636
940002587,CTRE D'ACCUEIL THERAP.A TEMPS PARTIEL,DE CHENNEVIÃˆRES,12 R DE CHENNEVIÃˆRES,149307478,,Autres Etablissements de Lutte contre les Maladies Mentales,33242,48.818832,2.5392128,"48.818832, 2.5392128",VILLIERS SUR MARNE,http://www.wikidata.org/entity/Q79600121
930812078,CATTP,VICTOR HUGO,19 AV VICTOR HUGO,143306799,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9021491,2.5610166,"48.9021491, 2.5610166",MONTFERMEIL,http://www.wikidata.org/entity/Q237367
930300595,HOPITAL PRIVE DU VERT GALANT,DE FLANDRE,38 R DE FLANDRE,149635050,149635001,Etablissements de Soins de Courte DurÃ©e,24482,48.9409456,2.5727179,"48.9409456, 2.5727179",TREMBLAY EN FRANCE,http://www.wikidata.org/entity/Q242497
770002046,CATTP ADULTES,DE BORDEAUX,5 R DE BORDEAUX,164721617,,Autres Etablissements de Lutte contre les Maladies Mentales,34876,48.8709391,2.5734724,"48.8709391, 2.5734724",CHELLES,http://www.wikidata.org/entity/Q272916
770002046,CATTP ADULTES,DE BORDEAUX,5 R DE BORDEAUX,164721617,,Autres Etablissements de Lutte contre les Maladies Mentales,34876,48.8709391,2.5734724,"48.8709391, 2.5734724",CHELLES,http://www.wikidata.org/entity/Q1047571
770001295,HOPITAL DE JOUR DE PSYCHIATRIE,DE VERDUN,40 AV DE VERDUN,164677573,164271899,Centres Hospitaliers,1556,48.9548076,2.5975081,"48.9548076, 2.5975081",MITRY MORY,http://www.wikidata.org/entity/Q917734
770803088,CENTRE MEDICO-PSY. 77 G 01,PETIT DE BEAUVERGER,17 R PETIT DE BEAUVERGER,160285372,160622660,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6941189,2.606221,"48.6941189, 2.606221",BRIE COMTE ROBERT,http://www.wikidata.org/entity/Q250399
770810125,CTRE MEDICO-PSYCHOLOGIQUE 77-I01,DES AULNES,3 R DES AULNES,160286356,160642698,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.7973057,2.6427641,"48.7973057, 2.6427641",ROISSY EN BRIE,http://www.wikidata.org/entity/Q1058168
